step
transferrin true
transferrin true
transferrin true
transferrin true
transferrin true
transferrin true
transferrin true
transferrin true
transferrin true
all nodes infected
0	1
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	2
21	2
22	2
23	2
24	2
25	2
26	2
27	2
28	2
29	2
30	2
31	2
32	2
33	2
34	2
35	2
36	2
37	2
38	2
39	2
40	2
41	2
42	2
43	2
44	2
45	2
46	2
47	2
48	2
49	2
50	2
51	2
52	2
53	2
54	2
55	2
56	2
57	2
58	2
59	2
60	2
61	2
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	2
74	2
75	2
76	2
77	2
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	2
100	2
101	2
102	2
103	2
104	3
105	3
106	3
107	3
108	3
109	3
110	3
111	3
112	3
113	3
114	3
115	3
116	3
117	3
118	3
119	3
120	3
121	3
122	3
123	3
124	3
125	3
126	3
127	3
128	3
129	3
130	3
131	3
132	3
133	3
134	3
135	3
136	3
137	3
138	3
139	3
140	3
141	3
142	3
143	3
144	3
145	3
146	3
147	3
148	3
149	3
150	3
151	3
152	3
153	3
154	3
155	3
156	3
157	3
158	3
159	3
160	3
161	3
162	3
163	3
164	3
165	3
166	3
167	3
168	3
169	3
170	3
171	3
172	3
173	3
174	3
175	3
176	3
177	3
178	3
179	3
180	3
181	3
182	4
183	4
184	4
185	4
186	4
187	4
188	4
189	4
190	4
191	4
192	4
193	4
194	4
195	4
196	4
197	4
198	4
199	4
200	4
201	4
202	4
203	4
204	4
205	4
206	4
207	4
208	4
209	4
210	4
211	4
212	4
213	4
214	4
215	4
216	4
217	4
218	4
219	4
220	4
221	4
222	4
223	4
224	4
225	4
226	4
227	4
228	4
229	4
230	4
231	4
232	4
233	4
234	4
235	4
236	4
237	4
238	4
239	4
240	4
241	4
242	4
243	4
244	4
245	4
246	4
247	4
248	4
249	4
250	4
251	4
252	4
253	4
254	4
255	4
256	4
257	4
258	4
259	4
260	4
261	4
262	4
263	4
264	4
265	4
266	4
267	4
268	4
269	4
270	4
271	4
272	4
273	4
274	4
275	4
276	4
277	4
278	4
279	4
280	4
281	4
282	4
283	4
284	4
285	4
286	4
287	4
288	4
289	4
290	4
291	4
292	4
293	4
294	4
295	4
296	4
297	4
298	4
299	4
300	4
301	4
302	4
303	4
304	4
305	4
306	4
307	4
308	4
309	4
310	4
311	4
312	4
313	4
314	4
315	4
316	4
317	4
318	4
319	4
320	4
321	4
322	4
323	4
324	4
325	4
326	4
327	4
328	4
329	4
330	4
331	4
332	4
333	4
334	4
335	4
336	4
337	4
338	4
339	4
340	4
341	4
342	4
343	4
344	5
345	5
346	5
347	5
348	5
349	5
350	5
351	5
352	5
353	5
354	5
355	5
356	5
357	5
358	5
359	5
360	5
361	5
362	5
363	5
364	5
365	5
366	5
367	5
368	5
369	5
370	5
371	5
372	5
373	5
374	5
375	5
376	5
377	5
378	5
379	5
380	5
381	5
382	5
383	5
384	5
385	5
386	5
387	5
388	5
389	5
390	5
391	5
392	5
393	5
394	5
395	5
396	5
397	5
398	5
399	5
400	5
401	5
402	5
403	5
404	5
405	5
406	5
407	5
408	5
409	5
410	5
411	5
412	5
413	5
414	5
415	5
416	5
417	5
418	5
419	5
420	5
421	5
422	5
423	5
424	5
425	5
426	5
427	5
428	5
429	5
430	5
431	5
432	5
433	5
434	5
435	5
436	5
437	5
438	5
439	6
440	6
441	6
442	6
443	6
444	6
445	6
446	6
447	6
448	6
449	6
450	6
451	6
452	6
453	6
454	6
455	6
456	6
457	6
458	6
459	6
460	6
461	6
462	6
463	6
464	6
465	6
466	6
467	6
468	6
469	6
470	6
471	6
472	6
473	6
474	6
475	6
476	6
477	6
478	6
479	6
480	6
481	6
482	6
483	6
484	6
485	6
486	6
487	6
488	6
489	6
490	6
491	6
492	6
493	6
494	6
495	6
496	6
497	6
498	6
499	6
500	7
501	7
502	7
503	7
504	7
505	7
506	7
507	7
508	7
509	7
510	7
511	7
512	7
513	7
514	7
515	7
516	7
517	7
518	7
519	7
520	7
521	7
522	7
523	7
524	7
525	7
526	7
527	7
528	7
529	7
530	7
531	7
532	7
533	7
534	7
535	7
536	7
537	7
538	7
539	7
540	7
541	7
542	7
543	7
544	7
545	7
546	7
547	7
548	7
549	7
550	7
551	7
552	7
553	7
554	7
555	7
556	7
557	7
558	7
559	7
560	7
561	7
562	7
563	7
564	7
565	7
566	7
567	7
568	7
569	7
570	7
571	7
572	7
573	7
574	7
575	7
576	7
577	7
578	7
579	7
580	7
581	7
582	7
583	7
584	7
585	7
586	7
587	7
588	7
589	7
590	7
591	7
592	7
593	7
594	7
595	7
596	7
597	7
598	7
599	7
600	7
601	7
602	7
603	7
604	7
605	7
606	7
607	7
608	7
609	7
610	7
611	7
612	7
613	7
614	7
615	7
616	7
617	7
618	7
619	7
620	7
621	7
622	7
623	7
624	7
625	7
626	7
627	7
628	7
629	7
630	7
631	7
632	7
633	7
634	7
635	7
636	7
637	7
638	7
639	7
640	7
641	8
642	8
643	8
644	8
645	8
646	8
647	8
648	8
649	8
650	8
651	8
652	8
653	8
654	8
655	8
656	8
657	8
658	8
659	8
660	8
661	8
662	8
663	8
664	8
665	8
666	8
667	8
668	8
669	8
670	8
671	8
672	8
673	8
674	8
675	8
676	8
677	8
678	8
679	8
680	8
681	8
682	8
683	8
684	8
685	9
686	9
687	9
688	9
689	9
690	9
691	9
692	9
693	9
694	9
695	9
696	9
697	9
698	9
699	9
700	9
701	9
702	9
703	9
704	9
705	9
706	9
707	9
708	9
709	9
710	9
711	9
712	9
713	9
714	9
715	9
716	9
717	9
718	9
719	9
720	9
721	9
722	9
723	9
724	9
725	9
726	9
727	9
728	9
729	9
730	9
731	9
732	9
733	9
734	9
735	9
736	9
737	9
738	9
739	9
740	9
741	9
742	9
743	9
744	9
745	9
746	9
747	9
748	9
749	9
750	9
751	9
752	9
753	9
754	9
755	9
756	9
757	9
758	9
759	9
760	9
761	9
762	9
763	9
764	9
765	9
766	9
767	9
768	9
769	9
770	9
771	9
772	9
773	9
774	9
775	9
776	9
777	9
778	9
779	9
780	9
781	9
782	9
783	9
784	9
785	9
786	9
787	9
788	9
789	9
790	9
791	9
792	9
793	9
794	9
795	9
796	9
797	9
